Nazwa zmiennej	wartość	Etykieta	etykieta	usemissing
WSIECI6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WSIECIL	0	Nie czytał	Nie czytał	0,0
WSIECIL	1	Jedno	Jedno	0,0
WSIECIL	2	Dwa	Dwa	0,0
WSIECIL	3	Trzy	Trzy	0,0
WSIECIL	4	Wszystkie	Wszystkie	0,0
WSIECIP	0	Nie czytał	Nie czytał	0,0
WSIECIP	1	Czytał w okr period	Czytał w okr period	0,0
BLOOMB6	0	Nie czytał	Nie czytał	0,0
BLOOMB6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
BLOOMB4	0	Nie czytał	Nie czytał	0,0
BLOOMB4	1	Jedno	Jedno	0,0
BLOOMB4	2	Dwa	Dwa	0,0
BLOOMB4	3	Trzy	Trzy	0,0
BLOOMB4	4	Wszystkie	Wszystkie	0,0
BLOOMBL	0	Nie czytał	Nie czytał	0,0
BLOOMBL	1	Jedno	Jedno	0,0
BLOOMBL	2	Dwa	Dwa	0,0
BLOOMBL	3	Trzy	Trzy	0,0
BLOOMBL	4	Wszystkie	Wszystkie	0,0
BLOOMBP	0	Nie czytał	Nie czytał	0,0
BLOOMBP	1	Czytał w okr period	Czytał w okr period	0,0
DOBRA_MOTO	0	Nie	Nie	0,0
DOBRA_MOTO	1	Tak	Tak	0,0
CYF_SEGM	0	Wykluczenie cyfrowe	Wykluczenie cyfrowe	0,0
CYF_SEGM	1	Bliski wykluczeniu cyfrowemu	Bliski wykluczeniu cyfrowemu	0,0
CYF_SEGM	2	Sporadyczny użytkownik IT	Sporadyczny użytkownik IT	0,0
CYF_SEGM	3	Systematyczny uzytkownik IT	Systematyczny uzytkownik IT	0,0
CYF_SEGM	4	Intensywny uzytkownik IT	Intensywny uzytkownik IT	0,0
RA_T0301	0	Nie słuchał	Nie słuchał	0,0
RA_T0301	1	Słuchał	Słuchał	0,0
RA_D0301	0	Nie słuchał	Nie słuchał	0,0
RA_D0301	1	Słuchał	Słuchał	0,0
FORUMD6	0	Nie czytał	Nie czytał	0,0
FORUMD6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
FORUMDL	0	Nie czytał	Nie czytał	0,0
FORUMDL	1	Jedno	Jedno	0,0
FORUMDL	2	Dwa	Dwa	0,0
FORUMDL	3	Trzy	Trzy	0,0
FORUMDL	4	Wszystkie	Wszystkie	0,0
FORUMDP	0	Nie czytał	Nie czytał	0,0
FORUMDP	1	Czytał w okr period	Czytał w okr period	0,0
HARPBA6	0	Nie czytał	Nie czytał	0,0
HARPBA6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
HARPBAL	0	Nie czytał	Nie czytał	0,0
HARPBAL	1	Jedno	Jedno	0,0
HARPBAL	2	Dwa	Dwa	0,0
HARPBAL	3	Trzy	Trzy	0,0
HARPBAL	4	Wszystkie	Wszystkie	0,0
HARPBAP	0	Nie czytał	Nie czytał	0,0
HARPBAP	1	Czytał w okr period	Czytał w okr period	0,0
SWZDR6	0	Nie czytał	Nie czytał	0,0
SWZDR6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SWZDRL	0	Nie czytał	Nie czytał	0,0
SWZDRL	1	Jedno	Jedno	0,0
SWZDRL	2	Dwa	Dwa	0,0
SWZDRL	3	Trzy	Trzy	0,0
SWZDRL	4	Wszystkie	Wszystkie	0,0
SWZDRP	0	Nie czytał	Nie czytał	0,0
SWZDRP	1	Czytał w okr period	Czytał w okr period	0,0
AUDYTO_T	0	Nie słuchał	Nie słuchał	0,0
AUDYTO_T	1	Słuchał	Słuchał	0,0
AUDYTO_D	0	Nie słuchał	Nie słuchał	0,0
AUDYTO_D	1	Słuchał	Słuchał	0,0
ADPOIN_T	0	Nie słuchał	Nie słuchał	0,0
ADPOIN_T	1	Słuchał	Słuchał	0,0
ADPOIN_D	0	Nie słuchał	Nie słuchał	0,0
ADPOIN_D	1	Słuchał	Słuchał	0,0
ANTYRA_T	0	Nie słuchał	Nie słuchał	0,0
ANTYRA_T	1	Słuchał	Słuchał	0,0
ANTYRA_D	0	Nie słuchał	Nie słuchał	0,0
ANTYRA_D	1	Słuchał	Słuchał	0,0
CHILLI_T	0	Nie słuchał	Nie słuchał	0,0
CHILLI_T	1	Słuchał	Słuchał	0,0
CHILLI_D	0	Nie słuchał	Nie słuchał	0,0
CHILLI_D	1	Słuchał	Słuchał	0,0
PLANET_T	0	Nie słuchał	Nie słuchał	0,0
PLANET_T	1	Słuchał	Słuchał	0,0
PLANET_D	0	Nie słuchał	Nie słuchał	0,0
PLANET_D	1	Słuchał	Słuchał	0,0
PLUS_T	0	Nie słuchał	Nie słuchał	0,0
PLUS_T	1	Słuchał	Słuchał	0,0
PLUS_D	0	Nie słuchał	Nie słuchał	0,0
PLUS_D	1	Słuchał	Słuchał	0,0
AGORA_T	0	Nie słuchał	Nie słuchał	0,0
AGORA_T	1	Słuchał	Słuchał	0,0
AGORA_D	0	Nie słuchał	Nie słuchał	0,0
AGORA_D	1	Słuchał	Słuchał	0,0
ROXY_T	0	Nie słuchał	Nie słuchał	0,0
ROXY_T	1	Słuchał	Słuchał	0,0
ROXY_D	0	Nie słuchał	Nie słuchał	0,0
ROXY_D	1	Słuchał	Słuchał	0,0
ZLOTE_T	0	Nie słuchał	Nie słuchał	0,0
ZLOTE_T	1	Słuchał	Słuchał	0,0
ZLOTE_D	0	Nie słuchał	Nie słuchał	0,0
ZLOTE_D	1	Słuchał	Słuchał	0,0
RMF_T	0	Nie słuchał	Nie słuchał	0,0
RMF_T	1	Słuchał	Słuchał	0,0
RMF_D	0	Nie słuchał	Nie słuchał	0,0
RMF_D	1	Słuchał	Słuchał	0,0
RMFCL_T	0	Nie słuchał	Nie słuchał	0,0
RMFCL_T	1	Słuchał	Słuchał	0,0
RMFCL_D	0	Nie słuchał	Nie słuchał	0,0
RMFCL_D	1	Słuchał	Słuchał	0,0
RMFCS_T	0	Nie słuchał	Nie słuchał	0,0
RMFCS_T	1	Słuchał	Słuchał	0,0
RMFCS_D	0	Nie słuchał	Nie słuchał	0,0
RMFCS_D	1	Słuchał	Słuchał	0,0
RMFMAX_T	0	Nie słuchał	Nie słuchał	0,0
RMFMAX_T	1	Słuchał	Słuchał	0,0
RMFMAX_D	0	Nie słuchał	Nie słuchał	0,0
RMFMAX_D	1	Słuchał	Słuchał	0,0
GRA_T	0	Nie słuchał	Nie słuchał	0,0
GRA_T	1	Słuchał	Słuchał	0,0
GRA_D	0	Nie słuchał	Nie słuchał	0,0
GRA_D	1	Słuchał	Słuchał	0,0
TIME_T	0	Nie słuchał	Nie słuchał	0,0
TIME_T	1	Słuchał	Słuchał	0,0
TIME_D	0	Nie słuchał	Nie słuchał	0,0
TIME_D	1	Słuchał	Słuchał	0,0
ESKA_T	0	Nie słuchał	Nie słuchał	0,0
ESKA_T	1	Słuchał	Słuchał	0,0
ESKA_D	0	Nie słuchał	Nie słuchał	0,0
ESKA_D	1	Słuchał	Słuchał	0,0
ESKARO_T	0	Nie słuchał	Nie słuchał	0,0
ESKARO_T	1	Słuchał	Słuchał	0,0
ESKARO_D	0	Nie słuchał	Nie słuchał	0,0
ESKARO_D	1	Słuchał	Słuchał	0,0
PLUS1_T	0	Nie słuchał	Nie słuchał	0,0
PLUS1_T	1	Słuchał	Słuchał	0,0
PLUS1_D	0	Nie słuchał	Nie słuchał	0,0
PLUS1_D	1	Słuchał	Słuchał	0,0
WAWA_T	0	Nie słuchał	Nie słuchał	0,0
WAWA_T	1	Słuchał	Słuchał	0,0
WAWA_D	0	Nie słuchał	Nie słuchał	0,0
WAWA_D	1	Słuchał	Słuchał	0,0
SKARB6	0	Nie czytał	Nie czytał	0,0
SKARB6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
SKARBL	0	Nie czytał	Nie czytał	0,0
SKARBL	1	Jedno	Jedno	0,0
SKARBL	2	Dwa	Dwa	0,0
SKARBL	3	Trzy	Trzy	0,0
SKARBL	4	Wszystkie	Wszystkie	0,0
SKARBP	0	Nie czytał	Nie czytał	0,0
SKARBP	1	Czytał w okr period	Czytał w okr period	0,0
KROPTV6	0	Nie czytał	Nie czytał	0,0
KROPTV6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
KROPTVL	0	Nie czytał	Nie czytał	0,0
KROPTVL	1	Jedno	Jedno	0,0
KROPTVL	2	Dwa	Dwa	0,0
KROPTVL	3	Trzy	Trzy	0,0
KROPTVL	4	Wszystkie	Wszystkie	0,0
KROPTVP	0	Nie czytał	Nie czytał	0,0
KROPTVP	1	Czytał w okr period	Czytał w okr period	0,0
NOSTAL6	0	Nie czytał	Nie czytał	0,0
NOSTAL6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
NOSTALL	0	Nie czytał	Nie czytał	0,0
NOSTALL	1	Jedno	Jedno	0,0
NOSTALL	2	Dwa	Dwa	0,0
NOSTALL	3	Trzy	Trzy	0,0
NOSTALL	4	Wszystkie	Wszystkie	0,0
NOSTALP	0	Nie czytał	Nie czytał	0,0
NOSTALP	1	Czytał w okr period	Czytał w okr period	0,0
NOSTA26	0	Nie czytał	Nie czytał	0,0
NOSTA26	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
NOSTA2L	0	Nie czytał	Nie czytał	0,0
NOSTA2L	1	Jedno	Jedno	0,0
NOSTA2L	2	Dwa	Dwa	0,0
NOSTA2L	3	Trzy	Trzy	0,0
NOSTA2L	4	Wszystkie	Wszystkie	0,0
NOSTA2P	0	Nie czytał	Nie czytał	0,0
NOSTA2P	1	Czytał w okr period	Czytał w okr period	0,0
WOMENH6	0	Nie czytał	Nie czytał	0,0
WOMENH6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WOMENHL	0	Nie czytał	Nie czytał	0,0
WOMENHL	1	Jedno	Jedno	0,0
WOMENHL	2	Dwa	Dwa	0,0
WOMENHL	3	Trzy	Trzy	0,0
WOMENHL	4	Wszystkie	Wszystkie	0,0
WOMENHP	0	Nie czytał	Nie czytał	0,0
WOMENHP	1	Czytał w okr period	Czytał w okr period	0,0
WLAS7	1	Pracownik najemny	Pracownik najemny	0,0
WLAS7	2	Właściciel firmy (nie gospodarstwa rolnego)	Właściciel firmy (nie gospodarstwa rolnego)	0,0
WLAS7	3	Pracujący na własny rachunek	Pracujący na własny rachunek	0,0
WLAS7	4	Pomagający w działalności na własny rachunek	Pomagający w działalności na własny rachunek	0,0
WLAS7	5	Właściciel gospodarstwa rolnego	Właściciel gospodarstwa rolnego	0,0
WLAS7	6	Pomagający w prowadzeniu gospodarstwa rolnego	Pomagający w prowadzeniu gospodarstwa rolnego	0,0
WLAS7	7	Inna odpowiedź	Inna odpowiedź	0,0
WLAS7	8	Brak odpowiedzi	Brak odpowiedzi	0,0
WLAS7	9	Nigdy nie pracował	Nigdy nie pracował	0,0
G_WLAS7	1	Pracownik najemny	Pracownik najemny	0,0
G_WLAS7	2	Właściciel firmy (nie gospodarstwa rolnego)	Właściciel firmy (nie gospodarstwa rolnego)	0,0
G_WLAS7	3	Pracujący na własny rachunek	Pracujący na własny rachunek	0,0
G_WLAS7	4	Pomagający w działalności na własny rachunek	Pomagający w  na własny rachunek	0,0
G_WLAS7	5	Właściciel gospodarstwa rolnego	Właściciel gospodarstwa rolnego	0,0
G_WLAS7	6	Pomagający w prowadzeniu gospodarstwa rolnego	Pomagający w prowadzeniu gospodarstwa rolnego	0,0
G_WLAS7	7	Inna odpowiedź	Inna odpowiedź	0,0
G_WLAS7	8	Brak odpowiedzi	Brak odpowiedzi	0,0
G_WLAS7	9	Nigdy nie pracował	Nigdy nie pracował	0,0
WYDP_PLAN	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_PLAN	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_PLAN	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_PLAN	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_PLAN	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_ZAPI	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_ZAPI	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_ZAPI	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_ZAPI	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_ZAPI	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDA_PLAN	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_PLAN	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_PLAN	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_PLAN	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_ZAPI	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_ZAPI	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_ZAPI	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_ZAPI	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_SPON	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_SPON	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_SPON	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_SPON	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_PODO	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_PODO	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_PODO	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_PODO	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_LOSZ	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_LOSZ	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_LOSZ	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_LOSZ	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_OSZC	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_OSZC	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_OSZC	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_OSZC	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
WYDA_ANAL	1	Zdecydowanie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDA_ANAL	2	Raczej zgadza się	Raczej nie zgadza się	0,0
WYDA_ANAL	3	Raczej nie zgadza się	Raczej zgadza się	0,0
WYDA_ANAL	4	Zdecydowanie nie zgadza się	Zdecydowanie zgadza się	0,0
DODP_BIEZ	1	Tak	Tak	0,0
DODP_BIEZ	0	Nie	Nie	0,0
DODP_PLAN	1	Tak	Tak	0,0
DODP_PLAN	0	Nie	Nie	0,0
DODP_ODLO	1	Tak	Tak	0,0
DODP_ODLO	0	Nie	Nie	0,0
DODP_TRUD	1	Tak	Tak	0,0
DODP_TRUD	0	Nie	Nie	0,0
RYZY_DUZE	1	Tak	Tak	0,0
RYZY_DUZE	0	Nie	Nie	0,0
RYZY_BEZP	1	Tak	Tak	0,0
RYZY_BEZP	0	Nie	Nie	0,0
RYZY_NIES	1	Tak	Tak	0,0
RYZY_NIES	0	Nie	Nie	0,0
RYZY_TRUD	1	Tak	Tak	0,0
RYZY_TRUD	0	Nie	Nie	0,0
OPDO_WAZNE	0	Wcale	Wcale	0,0
OPDO_WAZNE	1	Mało ważne	Mało ważne	0,0
OPDO_WAZNE	2	Ważne	Ważne	0,0
OPDO_WAZNE	3	Bardzo ważne	Bardzo ważne	0,0
OPDO_MSPOL	1	Tak	Tak	0,0
OPDO_MSPOL	0	Nie	Nie	0,0
OPDO_PINFO	1	Tak	Tak	0,0
OPDO_PINFO	0	Nie	Nie	0,0
OPDO_TV	1	Tak	Tak	0,0
OPDO_TV	0	Nie	Nie	0,0
OPDO_RADIO	1	Tak	Tak	0,0
OPDO_RADIO	0	Nie	Nie	0,0
OPDO_PRPOL	1	Tak	Tak	0,0
OPDO_PRPOL	0	Nie	Nie	0,0
OPDO_PRREG	1	Tak	Tak	0,0
OPDO_PRREG	0	Nie	Nie	0,0
OPDO_LUDZI	1	Tak	Tak	0,0
OPDO_LUDZI	0	Nie	Nie	0,0
OPDO_NAJW	1	Internet, media społecznościowe	Internet, media społecznościowe	0,0
OPDO_NAJW	2	Internet, portale informacyjne	Internet, portale informacyjne	0,0
OPDO_NAJW	3	Telewizja	Telewizja	0,0
OPDO_NAJW	4	Radio	Radio	0,0
OPDO_NAJW	5	Ogólnopolskie gazety i czasopisma, wydania drukowane lub strony internetowe	Ogólnopolskie gazety i czasopisma, wydania drukowane lub strony internetowe	0,0
OPDO_NAJW	6	Prasa regionalna i lokalna, wydania drukowane lub strony internetowe	Prasa regionalna i lokalna, wydania drukowane lub strony internetowe	0,0
OPDO_NAJW	7	Rozmowy z innymi ludźmi	Rozmowy z innymi ludźmi	0,0
KASA	1	Wpłacę na lokatę	Wpłacę na lokatę	0,0
KASA	2	Zainwestuję	Zainwestuję	0,0
KASA	3	Wydam na bieżące wydatki	Wydam na bieżące wydatki	0,0
KASA	4	Wydam na coś co planuję od dawana kupić (np.: samochód, wycieczka)	Wydam na coś co planuję od dawana kupić (np.: samochód, wycieczka)	0,0
KASA	97	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_SPON	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_SPON	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_SPON	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_SPON	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_SPON	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_NZWR	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_NZWR	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_NZWR	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_NZWR	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_NZWR	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_WOSZ	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_WOSZ	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_WOSZ	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_WOSZ	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_WOSZ	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_OSZD	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_OSZD	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_OSZD	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_OSZD	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_OSZD	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_WYMN	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_WYMN	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_WYMN	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_WYMN	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_WYMN	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYDP_MYSL	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
WYDP_MYSL	2	Raczej zgadza się	Raczej zgadza się	0,0
WYDP_MYSL	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
WYDP_MYSL	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
WYDP_MYSL	5	Trudno powiedzieć	Trudno powiedzieć	0,0
SPOS_OSZ	1	Skłonny dużo zaryzykować, gdy może dużo zarobić	Skłonny dużo zaryzykować, gdy może dużo zarobić	0,0
SPOS_OSZ	2	Lepiej oszczędzać bezpiecznie	Lepiej oszczędzać bezpiecznie	0,0
SPOS_OSZ	3	Przy oszczędzaniu najważniejsze, aby nie stracić	Przy oszczędzaniu najważniejsze, aby nie stracić	0,0
WYGRANA	1	Wpłaci na lokatę	Wpłaci na lokatę	0,0
WYGRANA	2	Zainwestuje	Zainwestuje	0,0
WYGRANA	3	Wyda na bieżące wydatki	Wyda na bieżące wydatki	0,0
WYGRANA	4	Wyda na coś, co planuje od dawana kupić	Wyda na coś, co planuje od dawana kupić	0,0
WYGRANA	5	Trudno powiedzieć	Trudno powiedzieć	0,0
POZP_NPOZ	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZP_NPOZ	2	Raczej zgadza się	Raczej zgadza się	0,0
POZP_NPOZ	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZP_NPOZ	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZP_NPOZ	5	Trudno powiedzieć	Trudno powiedzieć	0,0
POZY_NIEP	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZY_NIEP	2	Raczej zgadza się	Raczej zgadza się	0,0
POZY_NIEP	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZY_NIEP	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZY_NIEP	97	Trudno powiedzieć	Trudno powiedzieć	0,0
POZY_KONI	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZY_KONI	2	Raczej zgadza się	Raczej zgadza się	0,0
POZY_KONI	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZY_KONI	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZY_KONI	97	Trudno powiedzieć	Trudno powiedzieć	0,0
POZY_NOWO	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZY_NOWO	2	Raczej zgadza się	Raczej zgadza się	0,0
POZY_NOWO	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZY_NOWO	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZY_NOWO	97	Trudno powiedzieć	Trudno powiedzieć	0,0
POZP_KKON	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZP_KKON	2	Raczej zgadza się	Raczej zgadza się	0,0
POZP_KKON	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZP_KKON	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZP_KKON	5	Trudno powiedzieć	Trudno powiedzieć	0,0
POZP_KZLY	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZP_KZLY	2	Raczej zgadza się	Raczej zgadza się	0,0
POZP_KZLY	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZP_KZLY	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZP_KZLY	5	Trudno powiedzieć	Trudno powiedzieć	0,0
POZP_KNOW	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZP_KNOW	2	Raczej zgadza się	Raczej zgadza się	0,0
POZP_KNOW	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZP_KNOW	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZP_KNOW	5	Trudno powiedzieć	Trudno powiedzieć	0,0
POZP_KKZA	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
POZP_KKZA	2	Raczej zgadza się	Raczej zgadza się	0,0
POZP_KKZA	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
POZP_KKZA	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
POZP_KKZA	5	Trudno powiedzieć	Trudno powiedzieć	0,0
SFIN_ANAL	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
SFIN_ANAL	2	Raczej zgadza się	Raczej zgadza się	0,0
SFIN_ANAL	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
SFIN_ANAL	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
SFIN_ANAL	5	Trudno powiedzieć	Trudno powiedzieć	0,0
SFIN_ULGI	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
SFIN_ULGI	2	Raczej zgadza się	Raczej zgadza się	0,0
SFIN_ULGI	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
SFIN_ULGI	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
SFIN_ULGI	5	Trudno powiedzieć	Trudno powiedzieć	0,0
SFIN_TERM	1	Zdecydowanie zgadza się	Zdecydowanie zgadza się	0,0
SFIN_TERM	2	Raczej zgadza się	Raczej zgadza się	0,0
SFIN_TERM	3	Raczej nie zgadza się	Raczej nie zgadza się	0,0
SFIN_TERM	4	Zdecydowanie nie zgadza się	Zdecydowanie nie zgadza się	0,0
SFIN_TERM	5	Trudno powiedzieć	Trudno powiedzieć	0,0
WYOBEX6	0	Nie czytał	Nie czytał	0,0
WYOBEX6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WYOBEXL	0	Nie czytał	Nie czytał	0,0
WYOBEXL	1	Jedno	Jedno	0,0
WYOBEXL	2	Dwa	Dwa	0,0
WYOBEXL	3	Trzy	Trzy	0,0
WYOBEXL	4	Wszystkie	Wszystkie	0,0
WYOBEXP	0	Nie czytał	Nie czytał	0,0
WYOBEXP	1	Czytał w okr period	Czytał w okr period	0,0
RA_T0141	0	Nie słuchał	Nie słuchał	0,0
RA_T0141	1	Słuchał	Słuchał	0,0
RA_D0141	0	Nie słuchał	Nie słuchał	0,0
RA_D0141	1	Słuchał	Słuchał	0,0
RA_T0140	0	Nie słuchał	Nie słuchał	0,0
RA_T0140	1	Słuchał	Słuchał	0,0
RA_D0140	0	Nie słuchał	Nie słuchał	0,0
RA_D0140	1	Słuchał	Słuchał	0,0
CALATY6	0	Nie czytał	Nie czytał	0,0
CALATY6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
CALATYL	0	Nie czytał	Nie czytał	0,0
CALATYL	1	Jedno	Jedno	0,0
CALATYL	2	Dwa	Dwa	0,0
CALATYL	3	Trzy	Trzy	0,0
CALATYL	4	Wszystkie	Wszystkie	0,0
CALATYP	0	Nie czytał	Nie czytał	0,0
CALATYP	1	Czytał w okr period	Czytał w okr period	0,0
RA_T3915	0	Nie słuchał	Nie słuchał	0,0
RA_T3915	1	Słuchał	Słuchał	0,0
RA_D3915	0	Nie słuchał	Nie słuchał	0,0
RA_D3915	1	Słuchał	Słuchał	0,0
WYOBEM6	0	Nie czytał	Nie czytał	0,0
WYOBEM6	1	Czytał w cyklu sez.	Czytał w cyklu sez.	0,0
WYOBEML	0	Nie czytał	Nie czytał	0,0
WYOBEML	1	Jedno	Jedno	0,0
WYOBEML	2	Dwa	Dwa	0,0
WYOBEML	3	Trzy	Trzy	0,0
WYOBEML	4	Wszystkie	Wszystkie	0,0
WYOBEMP	0	Nie czytał	Nie czytał	0,0
WYOBEMP	1	Czytał w okr period	Czytał w okr period	0,0
ROCK_T	0	Nie słuchał	Nie słuchał	0,0
ROCK_T	1	Słuchał	Słuchał	0,0
ROCK_D	0	Nie słuchał	Nie słuchał	0,0
ROCK_D	1	Słuchał	Słuchał	0,0
VOXFM_T	0	Nie słuchał	Nie słuchał	0,0
VOXFM_T	1	Słuchał	Słuchał	0,0
VOXFM_D	0	Nie słuchał	Nie słuchał	0,0
VOXFM_D	1	Słuchał	Słuchał	0,0
